ID,Entity,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,MainSentiment,Emotion,Cleaned_Text,Sentiment_Score,Sentiment_Predicted
581,Dota43,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,excitement,20-05-2023 19:45, CrushAvoider ,Twitter, #CrushStruggles #AvoidingEyeContact ,15,30, USA,2023,5,20,19,Positive,Excitement,successfully avoided eye contact crush hallway mission accomplished teencrush stealthmode,0.4767,Positive
582,PlayStation5(PS5),Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,boredom,21-05-2023 21:00, MovieBuff ,Instagram, #SnackCrisis #TeenLife ,18,35, Canada,2023,5,21,21,Other,Boredom,ran snack movie marathon crisis level emergency movienightstruggles teenproblems,-0.7717,Negative
583,WorldOfCraft,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes ,joy,22-05-2023 14:30, SelfieAddict ,Facebook, #SelfieStruggle #TeenConfessions ,22,45, UK,2023,5,22,14,Positive,Joy,spent hour choosing perfect filter selfie struggle instagram aesthetic real selfiequeen teenvibes,0.34,Positive
584,Google,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,frustration,23-05-2023 16:45, AudioExplorer ,Twitter, #TeenProblems #LostHeadphones ,20,40, USA,2023,5,23,16,Negative,Frustration,lost headphone vanish thin air headphonemystery teenlife,-0.3182,Negative
585,Facebook,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,surprise,24-05-2023 13:15, MemeCreator ,Instagram, #StudyingMemes #TeenLife ,25,50, Canada,2023,5,24,13,Neutral,Surprise,decided study exam ended making meme studying instead procrastination level expert procrastinationnation teenconfessions,0.0,Neutral
586,Microsoft,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",indifference,25-05-2023 19:00, FashionBlunder ,Facebook, #WeekendOops #TeenFashion ,20,40, USA,2023,5,25,19,Neutral,Indifference,got dressed day remembered saturday oops weekendvibes teenstruggles,0.0,Neutral
587,ApexLegends,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements ,satisfaction,26-05-2023 14:20, GroupGenius ,Twitter, #TeenSuccess #ProjectMiracle ,28,55, UK,2023,5,26,14,Other,Satisfaction,survived group project without drama miracle happen groupprojectsuccess teenachievements,0.0588,Positive
588,FIFA,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",disgust,27-05-2023 21:15, ChipExplorer ,Instagram, #TeenChef #CookingFail ,22,45, Canada,2023,5,27,21,Negative,Disgust,entered kitchen intention cook left bag chip cooking overrated anyway masterchefintraining teenhumor,0.0,Neutral
589,Borderlands,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",surprise,28-05-2023 12:00, ExcitementSeeker ,Facebook, #ClassEvent #TeenExcitement ,18,35, USA,2023,5,28,12,Neutral,Surprise,staring clock class waiting bell ring like exciting event day classcountdown teenlife,0.6908,Positive
590,CallOfDutyBlackopsColdWar,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",joy,29-05-2023 23:30, NightReader ,Twitter, #BookDiscoveries #TeenReading ,30,60, UK,2023,5,29,23,Positive,Joy,discovered new book series spent whole night reading need sleep anyway bookwormlife latenightreading,0.0,Neutral
591,Amazon,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",excitement,30-05-2023 20:45, GamingEnthusiast ,Instagram, #GameOn #TeenGamer ,22,45, USA,2023,5,30,20,Positive,Excitement,bought new video game played hour forgot eat ultimate gaming session gamerlife nofoodgaming,0.34,Positive
592,Overwatch,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon ,joy,31-05-2023 15:30, LazyWatcher ,Facebook, #BingeWatchDay #TeenLife ,35,70, Canada,2023,5,31,15,Positive,Joy,spent day bingewatching new series productivity level zero lazyday tvseriesmarathon,0.0,Neutral
593,Xbox(Xseries),Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,excitement,01-06-2023 18:00, TrendExplorer ,Twitter, #FashionGoals #TeenStyle ,20,40, USA,2023,6,1,18,Positive,Excitement,caught latest fashion trend planning shopping spree fashionista trendyteen,0.0,Neutral
594,NBA2K,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,frustration,02-06-2023 14:30, MusicalExplorer ,Instagram, #InstrumentLearning #TeenMusic ,28,55, UK,2023,6,2,14,Negative,Frustration,decided learn new instrument day one still trying figure hold musicnovice learningjourney,0.0,Neutral
595,Dota44,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,joy,03-06-2023 21:15, MusicAficionado ,Facebook, #MusicTherapy #TeenPlaylist ,22,45, Canada,2023,6,3,21,Positive,Joy,spent hour creating perfect playlist every mood music therapy playlistmaker teenmusiclover,0.7096,Positive
596,PlayStation5(PS5),Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,pride,04-06-2023 19:30, HomeChef ,Twitter, #CookingSuccess #TeenCook ,25,50, USA,2023,6,4,19,Positive,Pride,successfully cooked gourmet meal family chef skill unlocked chefmode teenchef,0.4939,Positive
597,WorldOfCraft,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,excitement,05-06-2023 10:00, AdventureSeeker ,Instagram, #GetawayGoals #TeenTravel ,18,35, UK,2023,6,5,10,Positive,Excitement,spontaneously booked weekend getaway adventure awaits travelbug weekendescape,0.3818,Positive
598,Google,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,joy,06-06-2023 22:30, DanceEnthusiast ,Facebook, #MusicMagic #TeenConcert ,28,55, Canada,2023,6,6,22,Positive,Joy,attended concert danced night away music heartbeat life concertvibes danceallnight,0.0,Neutral
599,Facebook,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,joy,07-06-2023 12:45, NostalgiaExplorer ,Twitter, #ChildhoodMemories #TeenCartoons ,22,45, USA,2023,6,7,12,Positive,Joy,rediscovered childhood cartoon nostalgiafilled marathon cartoonnostalgia teenmemories,0.0,Neutral
600,Microsoft,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,excitement,08-06-2023 16:00, HomeDecorator ,Instagram, #DIYGoals #TeenCreative ,35,70, UK,2023,6,8,16,Positive,Excitement,embarked diy home decor project let hope turn better last time diyadventure teenhomedecor,0.7003,Positive
601,ApexLegends,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",curiosity,09-06-2023 14:00, ArtExplorer ,Facebook, #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,Neutral,Curiosity,spent afternoon museum pretending cultured art enthusiast making museumday teenartlover,0.4404,Positive
602,FIFA,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,curiosity,10-06-2023 17:30, ThoughtfulBlogger ,Twitter, #BloggingJourney #TeenThoughts ,30,60, Canada,2023,6,10,17,Neutral,Curiosity,started blog random thought musing blogging new diary bloggerlife teenblogger,0.0,Neutral
603,Borderlands,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,contentment,11-06-2023 15:30, NovelEnthusiast ,Instagram, #QuietMoments #BookishEscape ,35,70, USA,2023,6,11,15,Positive,Contentment,relishing peaceful afternoon classic novel quiet moment best moment booklover peacefulafternoon,0.9062,Positive
604,CallOfDutyBlackopsColdWar,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",gratitude,12-06-2023 18:00, WiseSoul ,Twitter, #AgingGracefully #Memories ,28,55, UK,2023,6,12,18,Positive,Gratitude,reflecting lifetime memory wrinkle tell story embracing beauty aging lifereflections beautyinaging,0.5859,Positive
605,Amazon,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,curiosity,13-06-2023 14:45, ArtAdventurer ,Facebook, #ArtDiscovery #SeniorArtist ,22,45, Canada,2023,6,13,14,Neutral,Curiosity,exploring world digital art never late discover new passion digitalartistry latebloomer,0.4588,Positive
606,Overwatch,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,contentment,14-06-2023 19:30, HomeChefSenior ,Instagram, #HappinessInFood #SeniorLife ,25,50, USA,2023,6,14,19,Positive,Contentment,savoring flavor homecooked meal simple joy heart happiness homecooking simplejoys,0.9118,Positive
607,Xbox(Xseries),Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,curiosity,15-06-2023 12:15, LinguisticExplorer ,Twitter, #MindEnrichment #SeniorLearning ,30,60, UK,2023,6,15,12,Neutral,Curiosity,embarking journey learning new language mind stay young every new word languagelearning nevertoolate,0.0,Neutral
608,NBA2K,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",joy,16-06-2023 21:45, MusicConnoisseur ,Facebook, #MusicLover #SeniorConcert ,18,35, Canada,2023,6,16,21,Positive,Joy,attended classical music concert feeling timeless melody resonate music transcends generation classicalmusic timelessmelodies,0.128,Positive
609,Dota45,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,joy,17-06-2023 15:00, PhotographySenior ,Instagram, #NatureCapture #SeniorMoments ,35,70, USA,2023,6,17,15,Positive,Joy,capturing beauty nature photography every snapshot treasure naturephotography seniorphotographer,0.7184,Positive
610,PlayStation5(PS5),"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",contentment,18-06-2023 11:30, TeaTimeSenior ,Twitter, #FriendshipGoals #SeniorBonding ,28,55, UK,2023,6,18,11,Positive,Contentment,reconnecting old friend cup tea friendship true essence companionship oldfriends companionship,0.836,Positive
611,WorldOfCraft,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",joy,19-06-2023 16:30, RoadTripSenior ,Facebook, #CherishedPlaces #SeniorTravel ,22,45, Canada,2023,6,19,16,Positive,Joy,embarked road trip revisit cherished place past nostalgia ultimate travel companion roadtrip nostalgiatour,0.5106,Positive
612,Google,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",joy,20-06-2023 14:20, ChoirEnthusiast ,Instagram, #MusicHarmony #SeniorVoices ,20,40, USA,2023,6,20,14,Positive,Joy,joined community choir harmonizing fellow voice music creates bond withstand time communitychoir harmonyinaging,0.5423,Positive
613,Facebook,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",contentment,21-06-2023 19:00, MeditationSenior ,Twitter, #MindfulLiving #SeniorCalm ,18,35, UK,2023,6,21,19,Positive,Contentment,exploring art meditation finding tranquility stillness mind meditationjourney tranquilmind,0.4215,Positive
614,Microsoft,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",contentment,22-06-2023 13:45, GardenEnthusiast ,Facebook, #NatureWonders #SeniorGarden ,25,50, USA,2023,6,22,13,Positive,Contentment,taking stroll garden appreciating beauty blooming flower nature wonder never cease gardenwalk floralbeauty,0.7717,Positive
615,ApexLegends,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",contentment,23-06-2023 18:45, WineConnoisseur ,Instagram, #LifeWellLived #SeniorWine ,28,55, UK,2023,6,23,18,Positive,Contentment,sipping favorite vintage wine sip telling story year gone cheer life welllived winelover vintagecheers,0.743,Positive
616,FIFA,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",joy,24-06-2023 16:15, ArtisticSenior ,Twitter, #CreativityAtAnyAge #SeniorCreativity ,22,45, Canada,2023,6,24,16,Positive,Joy,participated community art class unleashing creativity golden year art ha age limit artclass seniorartistry,0.6124,Positive
617,Borderlands,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",gratitude,25-06-2023 20:30, MemoiristSenior ,Facebook, #LifetimeExperiences #SeniorMemoir ,35,70, USA,2023,6,25,20,Positive,Gratitude,embarking journey writing memoir documenting lifetime experience every story matter memoirwriting seniorstories,0.0258,Neutral
618,CallOfDutyBlackopsColdWar,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",curiosity,26-06-2023 14:00, HistoryEnthusiast ,Instagram, #LifetimeAdventure #SeniorCuriosity ,30,60, UK,2023,6,26,14,Neutral,Curiosity,attended lecture history always fascinated lesson past learning lifelong adventure historylecture seniorlearning,0.6597,Positive
619,Amazon,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",contentment,27-06-2023 17:45, FamilyChefSenior ,Twitter, #KitchenMemories #SeniorCulinary ,20,40, USA,2023,6,27,17,Positive,Contentment,rediscovered joy cooking traditional family recipe kitchen place cherished memory familyrecipes seniorcooking,0.7964,Positive
620,Overwatch,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",joy,28-06-2023 22:15, NaturePhotographySenior ,Facebook, #OutdoorBeauty #SeniorClicks ,18,35, UK,2023,6,28,22,Positive,Joy,joined nature photography club capturing beauty great outdoors every click connection nature naturephotography seniorphotographer,0.836,Positive
621,Xbox(Xseries),"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",joy,29-06-2023 16:30, JazzMusicLover ,Instagram, #TimelessTunes #SeniorJazz ,25,50, USA,2023,6,29,16,Positive,Joy,attended jazz concert swayed rhythm timeless tune music constant companion golden year jazzconcert seniormusic,0.0,Neutral
622,NBA2K,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",gratitude,30-06-2023 19:30, SeniorWordsmith ,Twitter, #SoulfulWriting #SeniorReflections ,28,55, UK,2023,6,30,19,Positive,Gratitude,joined writing group penning thought reflection writing journey depth soul writinggroup seniorwriter,0.0,Neutral
623,Dota46,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",excitement,01-07-2023 14:00, SoloAdventurer ,Instagram, #DiscoverNewPlaces #SeniorTravel ,30,60, USA,2023,7,1,14,Positive,Excitement,embarked solo travel adventure discovering beauty new place pace solotravel seniorexplorer,0.7269,Positive
624,PlayStation5(PS5),"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",joy,02-07-2023 18:30, CarEnthusiastSenior ,Facebook, #RoadTripDownMemoryLane #SeniorCars ,22,45, UK,2023,7,2,18,Positive,Joy,attended vintage car show reminiscing classic ruled road nostalgia every rev vintagecars classicrides,0.0,Neutral
625,WorldOfCraft,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",joy,03-07-2023 12:45, GreenThumbSenior ,Twitter, #GardenFriends #SeniorGreenThumb ,28,55, Canada,2023,7,3,12,Positive,Joy,started community garden growing plant friendship green thumb unite communitygarden seniorgardener,0.5574,Positive
626,Google,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",contentment,04-07-2023 17:00, FamilyHostSenior ,Instagram, #HeartwarmingMoments #SeniorFamily ,35,70, USA,2023,7,4,17,Positive,Contentment,hosted family dinner laughter echoed louder clinking utensil family heart happiness familydinner seniorhost,0.9001,Positive
627,Facebook,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",joy,05-07-2023 20:15, DanceEnthusiastSenior ,Twitter, #DanceLife #SeniorMoves ,18,35, UK,2023,7,5,20,Positive,Joy,enrolled dance class senior moving rhythm life age number dance floor danceclass seniordancer,0.0772,Positive
628,Microsoft,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",joy,06-07-2023 14:30, ArtGalleryVisitor ,Facebook, #CreativeExpressions #SeniorArt ,25,50, USA,2023,7,6,14,Positive,Joy,visited art gallery appreciating brushstrokes tell tale creativity art eternal companion artgallery seniorartlover,0.6705,Positive
629,ApexLegends,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",joy,07-07-2023 19:45, SeniorBookClub ,Instagram, #BookishTalks #SeniorBookworms ,22,45, UK,2023,7,7,19,Positive,Joy,started book club senior discussion lively character novel bookclub seniorreaders,0.6369,Positive
630,FIFA,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",contentment,08-07-2023 16:00, SeniorPicnicHost ,Twitter, #FriendshipSunshine #SeniorMemories ,30,60, Canada,2023,7,8,16,Positive,Contentment,hosted picnic park basking warmth friendship sunshine simple joy timeless memory parkpicnic seniorjoy,0.9169,Positive
631,Borderlands,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",joy,09-07-2023 22:30, SeniorActor ,Facebook, #StagePassion #SeniorTheater ,20,40, USA,2023,7,9,22,Positive,Joy,participated local theater production proving stage belongs every age theaterproduction senioractor,0.0,Neutral
632,CallOfDutyBlackopsColdWar,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",excitement,10-07-2023 14:20, SeniorHikerExplorer ,Instagram, #NatureTrailBlazer #SeniorExplorer ,28,55, UK,2023,7,10,14,Positive,Excitement,embarked hiking adventure conquering trail relishing beauty nature age number mountaintop hikingadventure seniorhiker,0.8402,Positive
633,Amazon,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,gratitude,11-07-2023 18:45, SeniorPhotographerExhibitor ,Twitter, #LifeInPictures #SeniorExhibition ,22,45, Canada,2023,7,11,18,Positive,Gratitude,hosted photography exhibition featuring snapshot life welllived every photo ha story tell photographyexhibition seniorphotographer,0.34,Positive
634,Overwatch,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",excitement,12-07-2023 13:45, SeniorCyclingEnthusiast ,Facebook, #OpenRoadAdventures #SeniorCycling ,25,50, USA,2023,7,12,13,Positive,Excitement,joined senior cycling club feeling wind hair freedom open road cyclingclub seniorcyclist,0.6908,Positive
635,Xbox(Xseries),"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",joy,13-07-2023 20:00, SeniorWineConnoisseur ,Instagram, #AgedToPerfection #SeniorCheers ,35,70, UK,2023,7,13,20,Positive,Joy,attended wine tasting event savoring richness flavor age like fine wine cheer golden year winetasting seniorwinelover,0.8689,Positive
636,NBA2K,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",joy,14-07-2023 16:15, SeniorBallroomDancer ,Twitter, #GracefulMoves #SeniorDance ,20,40, USA,2023,7,14,16,Positive,Joy,started learning ballroom dancing gliding gracefully across dance floor ageless elegance every step ballroomdancing seniordancer,0.7579,Positive
637,Dota47,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",joy,15-07-2023 19:30, SeniorPaintingOrganizer ,Facebook, #CommunityArt #SeniorCreativity ,28,55, Canada,2023,7,15,19,Positive,Joy,organized community painting event turning blank canvas masterpiece shared creativity paintingevent seniorartist,0.8442,Positive
638,PlayStation5(PS5),"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",gratitude,16-07-2023 14:00, SeniorMemoriesHost ,Instagram, #FriendshipAdventures #SeniorNostalgia ,30,60, USA,2023,7,16,14,Positive,Gratitude,hosted memory lane evening old friend reminiscing adventure shaped life memorylane seniorreminiscing,0.6705,Positive
639,WorldOfCraft,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",curiosity,17-07-2023 22:15, SeniorStargazer ,Twitter, #CelestialWonders #SeniorAstronomy ,18,35, UK,2023,7,17,22,Neutral,Curiosity,joined senior astronomy club stargazing finding wonder vastness cosmos astronomyclub seniorstargazer,0.0,Neutral
640,Google,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",joy,18-07-2023 16:30, SeniorJazzFestivalGoer ,Facebook, #TimelessTunes #SeniorJazz ,25,50, USA,2023,7,18,16,Positive,Joy,attended local jazz festival tapping toe tune stood test time music lifelong love affair jazzfestival seniormusiclover,0.8126,Positive
641,Facebook,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",gratitude,19-07-2023 19:45, WisdomBloggerSenior ,Instagram, #LifeLessons #SeniorBlog ,22,45, UK,2023,7,19,19,Positive,Gratitude,started blog sharing wisdom gained year proving every day chance learn grow seniorwisdom blog,0.8689,Positive
642,Microsoft,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",excitement,20-07-2023 17:00, SeniorCharityRunner ,Twitter, #RunForACause #SeniorSupport ,30,60, Canada,2023,7,20,17,Positive,Excitement,participated charity run proving age barrier supporting meaningful cause charityrun seniorrunner,0.7579,Positive
643,ApexLegends,"Survived a challenging physics exam. Equations, you won't defeat me! ",relief,01-08-2023 13:30, PhysicsWhizHighSchool ,Instagram, #PhysicsSurvivor #HighSchoolAdventures ,20,40, USA,2023,8,1,13,Other,Relief,survived challenging physic exam equation wont defeat,0.7491,Positive
644,FIFA,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,excitement,02-08-2023 14:45, CodeExplorerHighSchool ,Twitter, #CodingAdventure #HighSchoolCoderLife ,25,50, UK,2023,8,2,14,Positive,Excitement,exploring world coding debugging adventure codingjourney highschoolcoder,0.3182,Positive
645,Borderlands,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",excitement,03-08-2023 12:15, DebateWarriorHighSchool ,Facebook, #DebateWarrior #HighSchoolDebater ,18,35, Canada,2023,8,3,12,Positive,Excitement,joined school debate team word weapon im ready battle,-0.3182,Negative
646,CallOfDutyBlackopsColdWar,"Started a photography club at school. Capturing moments, one snapshot at a time! ",joy,04-08-2023 16:30, PhotoClubHighSchool ,Instagram, #PhotographyClub #HighSchoolPhotographer ,22,45, USA,2023,8,4,16,Positive,Joy,started photography club school capturing moment one snapshot time,0.0,Neutral
647,Amazon,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",excitement,05-08-2023 19:45, PromDreamerHighSchool ,Twitter, #PromDreams #HighSchoolFairytale ,30,60, Canada,2023,8,5,19,Positive,Excitement,daydreaming upcoming prom dress dance fairytale making,0.0,Neutral
648,Overwatch,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,positive,06-08-2023 14:00, OutdoorClassHighSchool ,Facebook, #OutdoorClassroom #HighSchoolExplorer ,28,55, USA,2023,8,6,14,Positive,Positive,convinced teacher class outdoors learning equation side fresh air,0.6124,Positive
649,Xbox(Xseries),"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",embarrassed,07-08-2023 19:45, PaintSpillHighSchool ,Instagram, #ArtisticMishaps #HighSchoolArt ,22,45, UK,2023,8,7,19,Other,Embarrassed,accidentally spilled paint art class abstract art right artclassadventures highschoolartist,-0.34,Negative
650,NBA2K,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,excitement,08-08-2023 16:00, SkateProHighSchool ,Twitter, #SkaterLife #HighSchoolSkater ,30,60, Canada,2023,8,8,16,Positive,Excitement,trying master perfect kickflip skateboard skating weekend like pro,0.7351,Positive
651,Dota48,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,joy,09-08-2023 22:30, KpopFangirlHighSchool ,Facebook, #KpopFangirl #HighSchoolMusic ,20,40, USA,2023,8,9,22,Positive,Joy,bonding friend latest kpop sensation fangirling finest,0.4939,Positive
652,PlayStation5(PS5),Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,joy,10-08-2023 14:20, ChemistryWizardHighSchool ,Instagram, #ChemistryWizard #HighSchoolScientist ,28,55, UK,2023,8,10,14,Positive,Joy,spent hour perfecting chemistry experiment mixing potion like wizard,0.7003,Positive
653,WorldOfCraft,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,joy,11-08-2023 18:45, BirthdayPartyPlannerHighSchool ,Twitter, #BirthdayParty #HighSchoolCelebration ,22,45, Canada,2023,8,11,18,Positive,Joy,successfully organized surprise birthday party friend party planning expert mode achieved,0.9169,Positive
654,Google,"Joined the drama club to unleash my inner actor. Lights, camera, action! ",excitement,12-08-2023 13:45, DramaClubStarHighSchool ,Facebook, #DramaClubStar #HighSchoolActor ,25,50, USA,2023,8,12,13,Positive,Excitement,joined drama club unleash inner actor light camera action,0.0,Neutral
655,Facebook,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,excitement,13-08-2023 20:00, FantasyBookNerdHighSchool ,Instagram, #FantasyBookNerd #HighSchoolReader ,35,70, UK,2023,8,13,20,Positive,Excitement,got hand latest fantasy novel diving realm magic adventure,0.7964,Positive
656,Microsoft,Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,joy,14-08-2023 16:15, DoodleMasterHighSchool ,Twitter, #DoodleMaster #HighSchoolArt ,20,40, USA,2023,8,14,16,Positive,Joy,mastering art perfect doodle boring class doodle,0.34,Positive
657,ApexLegends,Attempting to break the school record for the longest handstand. Wish me luck! ,excitement,15-08-2023 19:30, HandstandChallengeHighSchool ,Facebook, #HandstandChallenge #HighSchoolAthlete ,28,55, Canada,2023,8,15,19,Positive,Excitement,attempting break school record longest handstand wish luck,0.6908,Positive
658,FIFA,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,mischievous,16-08-2023 14:00, SnackSmugglerHighSchool ,Instagram, #SnackSmuggler #HighSchoolSnacks ,30,60, USA,2023,8,16,14,Other,Mischievous,sneaking snack class like pro art snacksmuggling sacred skill,0.3612,Positive
659,Borderlands,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,excitement,17-08-2023 22:15, SleepoverHostHighSchool ,Twitter, #SleepoverFun #HighSchoolMemories ,18,35, UK,2023,8,17,22,Positive,Excitement,hosting sleepover friend weekend preparing night laughter memory,0.7506,Positive
660,CallOfDutyBlackopsColdWar,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",embarrassed,18-08-2023 16:30, TikTokFailHighSchool ,Facebook, #DanceFail #HighSchoolTikTok ,25,50, USA,2023,8,18,16,Other,Embarrassed,spent hour tiktok dance realize two left foot dance fail unleashed,-0.5423,Negative
661,Amazon,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,embarrassed,19-08-2023 19:45, SocialMediaBlunderHighSchool ,Instagram, #SocialMediaBlunder #HighSchoolAwkward ,22,45, UK,2023,8,19,19,Other,Embarrassed,accidentally liked crush old photo stalking profile awkward level maximum,-0.2023,Negative
